"Subject","Subject-with-subfields","MARC field","Subject source","Metadata"
" Intercultural theater","$aIntercultural theater",653,"HIDVL",
" Internacional errorista","$aInternacional errorista",653,"HIDVL",
" Lady Gaga––Diva––Gay icon","$aLady Gaga––Diva––Gay icon",653,"HIDVL",
" Land of the dead","$aLand of the dead",653,"HIDVL",
" Language, power and social process.","$aLanguage, power and social process.",653,"HIDVL","HI2019_070_01,HI2019_113_01,HI2020_128_01"
" Latin American folklore","$aLatin American folklore",653,"HIDVL","HI2020_006_01"
" Latino performance","$aLatino performance",653,"HIDVL",
" Latino performance art","$aLatino performance art",653,"HIDVL",
" Latino theater","$aLatino theater",653,"HIDVL",
" Lexington Control Unit","$aLexington Control Unit",653,"HIDVL",
" Lexington High Security Unit","$aLexington High Security Unit",653,"HIDVL",
" Life after death","$aLife after death",653,"HIDVL","HI2019_004_01"
" Literature - Fact and fiction","$aLiterature - Fact and fiction",653,"HIDVL",
" Los Colores Studio","$aLos Colores Studio",653,"HIDVL",
" Mammy project","$aMammy project",653,"HIDVL",
" Manifest--Academia","$aManifest--Academia",653,"HIDVL",
" McDonald's","$aMcDonald's",653,"HIDVL",
" Melodrama.","$aMelodrama.",653,"HIDVL",
" Mexican iconography.","$aMexican iconography.",653,"HIDVL",
" Migrant women––Testimony","$aMigrant women––Testimony",653,"HIDVL",
" Military dictatorship","$aMilitary dictatorship",653,"HIDVL","HI2019_035_01,HI2019_043_01,HI2019_045_01"
" MIT artist-in-residence program","$aMIT artist-in-residence program",653,"HIDVL",
" Multimedia interactive living museum","$aMultimedia interactive living museum",653,"HIDVL",
" Multimedia––Theater","$aMultimedia––Theater",653,"HIDVL",
" Murga","$aMurga",653,"HIDVL",
" Music and dance","$aMusic and dance",653,"HIDVL",
" Native American art","$aNative American art",653,"HIDVL",
" Native American art and culture","$aNative American art and culture",653,"HIDVL",
" Native American culture","$aNative American culture",653,"HIDVL",
" Native American dances","$aNative American dances",653,"HIDVL",
" Native American fashion","$aNative American fashion",653,"HIDVL",
" Native American fetishes","$aNative American fetishes",653,"HIDVL",
" Native American film and video","$aNative American film and video",653,"HIDVL",
" Native American literature","$aNative American literature",653,"HIDVL",
" Native American pow-wow","$aNative American pow-wow",653,"HIDVL",
" Native American scholars","$aNative American scholars",653,"HIDVL",
" Native American women singers","$aNative American women singers",653,"HIDVL",
" Native American writers","$aNative American writers",653,"HIDVL",
" Native Americans and the law","$aNative Americans and the law",653,"HIDVL",
" Native artists","$aNative artists",653,"HIDVL",
" Native filmmakers","$aNative filmmakers",653,"HIDVL",
" Native music","$aNative music",653,"HIDVL",
" Native performers","$aNative performers",653,"HIDVL",
" Native performing arts","$aNative performing arts",653,"HIDVL",
" Native poetry","$aNative poetry",653,"HIDVL","HI2019_125_01,HI2019_132_01"
" Native women's rights","$aNative women's rights",653,"HIDVL",
" Nativity plays","$aNativity plays",653,"HIDVL",
" Neo-conservatism","$aNeo-conservatism",653,"HIDVL",
" New media--Politics.","$aNew media--Politics.",653,"HIDVL",
" North-south––Collaboration––Dialogue","$aNorth-south––Collaboration––Dialogue",653,"HIDVL",
" One-woman show","$aOne-woman show",653,"HIDVL",
" Operation Atropos","$aOperation Atropos",653,"HIDVL",
" Oppression","$aOppression",653,"HIDVL","HI2019_095_01,HI2020_005_01"
" Pachucos","$aPachucos",653,"HIDVL",
" Palo Mayombe","$aPalo Mayombe",653,"HIDVL",
" Pastorela","$aPastorela",653,"HIDVL",
" Patriot Act","$aPatriot Act",653,"HIDVL",
" Performance art––Durational––Body","$aPerformance art––Durational––Body",653,"HIDVL",
" Performance as religion","$aPerformance as religion",653,"HIDVL",
" Peru––Contemporary","$aPeru––Contemporary",653,"HIDVL",
" Pewma","$aPewma",653,"HIDVL",
" Political action.","$aPolitical action.",653,"HIDVL",
" Political activism","$aPolitical activism",653,"HIDVL","HI2020_008_01,HI2020_097_01,HI2020_098_01,HI2020_102_01,HI2020_105_01,HI2020_106_01,HI2020_109_01"
" Politics","$aPolitics",653,"HIDVL",
" Politics of fear","$aPolitics of fear",653,"HIDVL",
" Politics––Memory––Identity","$aPolitics––Memory––Identity",653,"HIDVL","HI2019_056_01"
" Popular arts","$aPopular arts",653,"HIDVL",
" Popular theater","$aPopular theater",653,"HIDVL",
" Power relationships","$aPower relationships",653,"HIDVL",
" Prehispanic","$aPrehispanic",653,"HIDVL",
" Psychophysics","$aPsychophysics",653,"HIDVL",
" Public spaces––Intervention––Politics","$aPublic spaces––Intervention––Politics",653,"HIDVL","HI2019_061_01,HI2019_063_01,HI2019_073_01,HI2019_080_01,HI2019_082_01,HI2019_084_01,HI2019_085_01,HI2019_086_01,HI2019_092_01,HI2019_093_01,HI2019_106_01,HI2019_110_01,HI2019_113_01,HI2019_116_01,HI2019_117_01,HI2019_119_01,HI2019_120_01,HI2020_113_01,HI2020_135_01,HI2020_136_01,HI2020_138_01,HI2020_139_01,HI2020_140_01,HI2020_142_01,HI2020_141_01,HI2020_143_01,HI2020_144_01,HI2020_145_01,HI2020_146_01,HI2020_147_01,HI2020_148_01,HI2020_149_01,HI2020_151_01"
" Pulp fiction","$aPulp fiction",653,"HIDVL",
" Race and identity","$aRace and identity",653,"HIDVL","HI2019_147_01"
" Racial issues","$aRacial issues",653,"HIDVL",
" Rasquache","$aRasquache",653,"HIDVL",
" Rasquachismo","$aRasquachismo",653,"HIDVL",
" Relationships","$aRelationships",653,"HIDVL",
" Religion and identity","$aReligion and identity",653,"HIDVL",
" Religion and sex","$aReligion and sex",653,"HIDVL",
" Religion and telecommunications","$aReligion and telecommunications",653,"HIDVL",
" Religion as performance","$aReligion as performance",653,"HIDVL",
" Religion in politics","$aReligion in politics",653,"HIDVL",
" Religious idols and ideology","$aReligious idols and ideology",653,"HIDVL",
" Relocation","$aRelocation",653,"HIDVL",
" Return of religion","$aReturn of religion",653,"HIDVL",
" Revisionist history","$aRevisionist history",653,"HIDVL","HI2020_116_01,HI2020_117_01"
" Rikers Island","$aRikers Island",653,"HIDVL",
" Risk in performance","$aRisk in performance",653,"HIDVL",
" Santa Inés-El Cartucho, Bogotá, Colombia","$aSanta Inés-El Cartucho, Bogotá, Colombia",653,"HIDVL",
" Santiago","$aSantiago",653,"HIDVL",
" Security","$aSecurity",653,"HIDVL",
" Self-representation.","$aSelf-representation.",653,"HIDVL",
" Sendero Luminoso (Guerrilla group)","$aSendero Luminoso (Guerrilla group)",653,"HIDVL",
" Sexual discrimination","$aSexual discrimination",653,"HIDVL",
" Sexual minorities––Representation––Protagonism","$aSexual minorities––Representation––Protagonism",653,"HIDVL",
" Sexual politics.","$aSexual politics.",653,"HIDVL","HI2019_008_01,HI2019_009_01,HI2019_010_01,HI2019_011_01,HI2019_023_01,HI2019_042_01"
" Shepherds' play","$aShepherds' play",653,"HIDVL",
" Social cleansing","$aSocial cleansing",653,"HIDVL",
" Social exclusion","$aSocial exclusion",653,"HIDVL",
" Soul food.","$aSoul food.",653,"HIDVL",
" South Bronx.","$aSouth Bronx.",653,"HIDVL",
" Standardization","$aStandardization",653,"HIDVL",
" State violence","$aState violence",653,"HIDVL","HI2019_058_01,HI2019_074_01,HI2019_077_01,HI2019_078_01,HI2019_085_01,HI2019_086_01,HI2019_087_01,HI2019_088_01,HI2019_090_01,HI2019_091_01,HI2019_098_01,HI2019_119_01,HI2019_127_01,HI2019_128_01,HI2019_131_01,HI2019_137_01,HI2019_155_01,HI2019_158_01,HI2019_159_01,HI2020_027_01,HI2020_037_01,HI2020_039_01,HI2020_045_01,HI2020_051_01,HI2020_052_01,HI2020_054_01,HI2020_056_01,HI2020_058_01,HI2020_059_01,HI2020_060_01,HI2020_061_01,HI2020_062_01,HI2020_066_01,HI2020_067_01,HI2020_072_01,HI2020_075_01,HI2020_076_01,HI2020_081_01,HI2020_086_01,HI2020_089_01,HI2020_091_01,HI2020_094_01,HI2020_095_01,HI2020_096_01,HI2020_097_01,HI2020_099_01,HI2020_100_01,HI2020_103_01,HI2020_105_01,HI2020_106_01,HI2020_110_01,HI2020_140_01"
" Storytelling.","$aStorytelling.",653,"HIDVL",
" Street movements","$aStreet movements",653,"HIDVL",
" Theater and myth.","$aTheater and myth.",653,"HIDVL",
" Theater of cruelty","$aTheater of cruelty",653,"HIDVL",
" Theater with music","$aTheater with music",653,"HIDVL",
" Theater workshops","$aTheater workshops",653,"HIDVL",
" Theater workshops -- Peru","$aTheater workshops -- Peru",653,"HIDVL",
" Theater, Contemporary--Peru.","$aTheater, Contemporary--Peru.",653,"HIDVL",
" Therukoothu.","$aTherukoothu.",653,"HIDVL",
" Transatlantic slave trade","$aTransatlantic slave trade",653,"HIDVL",
" Transformation of spaces","$aTransformation of spaces",653,"HIDVL","HI2019_093_01,HI2019_130_01,HI2019_138_01,HI2019_144_01,HI2020_055_01"
" Two Row Wampum Treaty","$aTwo Row Wampum Treaty",653,"HIDVL",
" Ulysses","$aUlysses",653,"HIDVL",
" Underdog","$aUnderdog",653,"HIDVL",
" United States foreign policy","$aUnited States foreign policy",653,"HIDVL",
" United States-Mexico border","$aUnited States-Mexico border",653,"HIDVL",
" United States-Mexico border issues","$aUnited States-Mexico border issues",653,"HIDVL","HI2020_006_01,HI2020_035_01"
" Urban American Indian","$aUrban American Indian",653,"HIDVL",
" Urban Indian gallery","$aUrban Indian gallery",653,"HIDVL",
" Urban Native American women","$aUrban Native American women",653,"HIDVL",
" Urban politics","$aUrban politics",653,"HIDVL",
" Urban spaces--Performance--Activism.","$aUrban spaces--Performance--Activism.",653,"HIDVL",
" Urban spaces––Activism","$aUrban spaces––Activism",653,"HIDVL",
" Urban spaces––Games––Politics.","$aUrban spaces––Games––Politics.",653,"HIDVL",
" US-Mexico relations","$aUS-Mexico relations",653,"HIDVL",
" Via Crucis","$aVia Crucis",653,"HIDVL",
" Victimization","$aVictimization",653,"HIDVL",
" Video documentation","$aVideo documentation",653,"HIDVL",
" Video performance","$aVideo performance",653,"HIDVL","HI2019_030_01,HI2019_032_01,HI2019_033_01,HI2019_035_01,HI2019_036_01,HI2019_037_01,HI2019_039_01,HI2019_042_01,HI2019_044_01"
" Violence against women","$aViolence agains women",653,"HIDVL","HI2020_050_01,HI2020_054_01"
" Visual history.","$aVisual history.",653,"HIDVL",
" War on drugs","$aWar on drugs",653,"HIDVL","HI2019_155_01"
" War––Arms market––Globalization","$aWar––Arms market––Globalization",653,"HIDVL",
" Women -- Empowerment","$aWomen -- Empowerment",653,"HIDVL","HI2019_055_01,HI2019_094_01,HI2019_115_01,HI2020_114_01,HI2020_119_01,HI2020_124_01,HI2020_126_01,HI2020_127_01,HI2020_129_01,HI2020_130_01,HI2020_133_01"
" Women and performance","$aWomen and performance",653,"HIDVL",
" Women in performance","$aWomen in performance",653,"HIDVL",
" Women in sports","$aWomen in sports",653,"HIDVL",
" Women issues","$aWomen issues",653,"HIDVL",
" Women singer-songwriters","$aWomen singer-songwriters",653,"HIDVL",
" Women's issues","$aWomen's issues",653,"HIDVL",
" Women's labor","$aWomen's labor",653,"HIDVL","HI2019_054_01,HI2019_060_01,HI2019_134_01,HI2020_098_01"
" Women | Arts and politics","$aWomen$aArts and politics",653,"HIDVL",
" Workshop as creative strategy","$aWorkshop as creative strategy",653,"HIDVL",
" Yarini, Alejandro","$aYarini, Alejandro",653,"HIDVL",
" Youth theater","$aYouth theater",653,"HIDVL",
" Yup'ik","$aYup'ik",653,"HIDVL",
" Zapatistas","$aZapatistas",653,"HIDVL",
" Zona Pellucida","$aZona Pellucida",653,"HIDVL",
" Zonbi","$aZonbi",653,"HIDVL",
"Labor and laboring classes in art",,,,"HI2019_006_01,HI2019_060_01,HI2019_070_01,HI2019_107_01,HI2019_119_01,HI2019_131_01,HI2020_141_01,HI2020_145_01,HI2020_147_01"
"Puppetry",,,,"HI2019_008_01,HI2019_009_01"
"Video installations (art)",,,,"HI2019_013_01,HI2019_014_01,HI2019_022_01,HI2019_029_01"
"Immersive virtual environments",,,,"HI2019_013_01,HI2019_014_01,HI2019_063_01,HI2020_143_01"
"Ambient sounds",,,,"HI2019_013_01,HI2019_014_01"
"Flâneur",,,,"HI2019_015_01"
"Gentrification",,,,"HI2019_016_01,HI2019_162_01,HI2020_116_01,HI2020_117_01"
"Interactive art",,,,"HI2019_016_01,HI2019_033_01"
"Installation art",,,,"HI2019_016_01,HI2019_022_01"
"Drag performances (Shows)",,,,"HI2019_015_01,HI2019_017_01,HI2019_018_01,HI2019_019_01,HI2019_020_01,HI2019_021_01,HI2019_023_01,HI2019_024_01,HI2019_025_01,HI2019_026_01,HI2019_027_01,HI2019_028_01,HI2019_029_01,HI2019_030_01,HI2019_031_01,HI2019_032_01"
"Video projections",,,,"HI2019_019_01,HI2019_021_01,HI2019_024_01,HI2019_026_01"
"Collage",,,,"HI2019_020_01,HI2019_022_01,HI2019_026_01"
"Pastiche",,,,"HI2019_020_01,HI2019_022_01,HI2019_026_01"
"Queer theory",,,,"HI2019_024_01,HI2019_027_01,HI2019_028_01,HI2019_029_01,HI2019_030_01,HI2019_099_01"
"Mourning",,,,"HI2019_027_01,HI2019_028_01,HI2019_065_01"
"Time",,,,"HI2019_030_01,HI2019_107_01,HI2019_117_01,HI2019_151_01"
"Self-mutilation",,,,"HI2019_031_01"
"Alienation",,,,"HI2019_031_01,HI2019_067_01,HI2019_093_01,HI2020_147_01"
"Christmas",,,,"HI2019_032_01"
"Colonialisms",,,,"HI2019_034_01,HI2019_038_01,HI2019_039_01,HI2019_044_01,HI2019_047_01,HI2019_048_01,HI2019_049_01,HI2019_051_01,HI2019_095_01,HI2019_127_01,HI2019_137_01,HI2020_128_01"
"Parricide",,,,"HI2019_034_01"
"Artaud, Antonin (1896-1948)",,,,"HI2019_040_01"
"Xenophobia",,,,"HI2019_042_01"
"Mao, Ze Dong, 1893-1976",,,,"HI2019_043_01"
"Lenin, Vladimir Ilʹich, 1870-1924",,,,"HI2019_043_01,HI2019_050_01"
"Castro, Fidel, 1926-2016",,,,"HI2019_043_01"
"Marx, Karl, 1818-1883",,,,"HI2019_043_01,HI2019_045_01,HI2019_050_01"
"Stalin, Joseph, 1878-1953",,,,"HI2019_043_01"
"Bolívar, Simón, 1783-1830",,,,"HI2019_044_01,HI2019_047_01,HI2019_051_01"
"Communist manifesto",,,,"HI2019_045_01"
"Communism",,,,"HI2019_045_01,HI2019_050_01,HI2019_089_01"
"Socialism",,,,"HI2019_045_01,HI2019_050_01"
"Immigration and society",,,,"HI2019_046_01,HI2019_048_01,HI2019_064_01,HI2019_122_01,HI2019_161_01,HI2020_041_01,HI2020_042_01,HI2020_044_01,HI2020_045_01,HI2020_047_01,HI2020_051_01,HI2020_053_01,HI2020_069_01,HI2020_070_01,HI2020_083_01,HI2020_111_01,HI2020_112_01"
"Honecker, Erich",,,,"HI2019_050_01"
"Brezhnev, Leonid Ilʹich, 1906-1982",,,,"HI2019_050_01"
"Mythology",,,,"HI2019_051_01,HI2019_151_01"
"Reclamation of land",,,,"HI2019_062_01,HI2019_072_01,HI2019_081_01,HI2019_084_01,HI2019_124_01"
"Food cultures around the world",,,,"HI2019_069_01"
"Blood--symbolic aspects",,,,"HI2019_071_01"
"Femicide",,,,"HI2019_073_01,HI2019_078_01,HI2020_055_01"
"Tear gas",,,,"HI2019_074_01"
"World myths. Americas.",,,,"HI2019_076_01,HI2019_083_01"
"Mapping (Cartography)",,,,"HI2019_076_01"
"Solidarity--Latin America.",,,,"HI2019_078_01"
"Selknam Indians.",,,,"HI2019_080_01"
"Intimacy.",,,,"HI2019_082_01,HI2019_106_01,HI2019_109_01,HI2019_117_01,HI2019_150_01,HI2020_143_01,HI2020_150_01"
"Hair--Social aspects--Brazil.",,,,"HI2019_082_01"
"Mapuche cosmology",,,,"HI2019_084_01,HI2019_111_01,HI2019_124_01,HI2019_136_01"
"Genetically modified foods",,,,"HI2019_084_01"
"Vietnam War, 1961-1975",,,,"HI2019_089_01"
"Torture--Chile--History--20th century.",,,,"HI2019_091_01,HI2019_092_01,HI2019_140_01,HI2019_141_01,HI2019_142_01,HI2019_143_01"
"Solidarity--Political aspects.",,,,"HI2019_092_01,HI2019_163_01"
"Student protesters--Chile.",,,,"HI2019_092_01"
"Trigger warnings",,,,"HI2019_095_01"
"Soundscapes",,,,"HI2019_096_01,HI2020_140_01"
"Pulse Nightclub Shooting, Orlando, Fla, 2016.",,,,"HI2019_101_01"
"Stonewall Inn riot, New York, NY, 1969",,,,"HI2019_101_01"
"Domestic terrorism",,,,"HI2019_101_01"
"Machismo",,,,"HI2019_105_01"
"Childhood.",,,,"HI2019_118_01"
"Mental health.",,,,"HI2019_118_01"
"Psychological disorders.",,,,"HI2019_118_01"
"Environmental degradation.",,,,"HI2019_121_01,HI2020_138_01"
"Transcendence.",,,,"HI2019_123_01,HI2019_146_01"
"Motherhood.",,,,"HI2019_143_01,HI2020_134_01"
"Post-modernism",,,,"HI2019_146_01"
"Satire",,,,"HI2019_146_01"
"Butch lesbian culture",,,,"HI2019_149_01,HI2019_154_01"
"Hollywood",,,,"HI2019_152_01"
"Vaudeville",,,,"HI2019_153_01"
